account_id,client_id,region,product,collateral_value,loan_amount,margin_requirement_pct,required_collateral,eligible_collateral,exposure,margin_deficit,margin_call_amount,call_date,due_date,status,days_to_due,risk_band
ACC10510,CL1150,Hong Kong,ETF,666669.82,610977.84,0.55,1354718.05,1443364.26,0.0,0.0,0.0,2026-06-11,2026-06-13,Met,-65,Low
ACC10511,CL1151,UK,Equity,369830.82,319442.54,0.6,796614.81,724923.86,0.0,71690.95,71690.95,2026-08-05,2026-08-06,Met,-11,High
ACC10512,CL1152,UK,Fixed Income,336005.12,268335.27,0.65,764487.95,756216.1,0.0,8271.85,8271.85,2026-07-28,2026-07-29,Met,-19,Medium
ACC10513,CL1153,Singapore,Equity,329780.11,266186.41,0.55,590213.77,658859.11,0.0,0.0,0.0,2026-07-06,2026-07-07,Met,-41,Low
ACC10514,CL1154,Singapore,ETF,221503.21,150812.25,0.65,429664.53,473525.88,0.0,0.0,0.0,2026-07-03,2026-07-06,Met,-42,Low
ACC10515,CL1155,US,Equity,1485900.83,1352908.64,0.7,4494713.09,5093460.98,0.0,0.0,0.0,2026-07-17,2026-07-18,Met,-30,Low
ACC10516,CL1156,US,Equity,347409.56,276988.85,0.7,920228.74,671590.91,0.0,248637.83,248637.83,2026-06-13,2026-06-15,Overdue,-63,Critical
ACC10517,CL1157,US,Equity,1102255.28,897776.49,0.65,2557767.78,2675489.75,0.0,0.0,0.0,2026-07-10,2026-07-11,Met,-37,Low
ACC10518,CL1158,Hong Kong,ETF,1384690.27,1219698.13,0.55,2704430.44,2082394.37,0.0,622036.07,622036.07,2026-08-07,2026-08-09,Open,-8,Critical
ACC10519,CL1159,Singapore,ETF,935403.41,549115.28,0.55,1217550.51,1105425.41,0.0,112125.1,112125.1,2026-07-12,2026-07-14,Disputed,-34,Critical
ACC10520,CL1160,US,Equity,320066.72,273188.29,0.7,907602.29,884271.65,0.0,23330.64,23330.64,2026-06-19,2026-06-21,Met,-57,Medium
ACC10521,CL1161,UK,Fixed Income,598868.65,327952.63,0.5,654596.07,590033.09,0.0,64562.98,64562.98,2026-06-19,2026-06-20,Open,-58,High
ACC10522,CL1162,UK,Multi-Asset,434457.45,270524.04,0.65,770723.76,739745.16,0.0,30978.6,30978.6,2026-07-28,2026-07-30,Met,-18,High
ACC10523,CL1163,Singapore,Fixed Income,224633.08,138779.49,0.65,395383.16,473773.07,0.0,0.0,0.0,2026-06-23,2026-06-25,Met,-53,Low
ACC10524,CL1164,Singapore,Equity,564259.46,529987.88,0.65,1509936.98,1159040.7,0.0,350896.28,350896.28,2026-07-24,2026-07-25,Met,-23,Critical
ACC10525,CL1165,Hong Kong,ETF,182721.82,160478.84,0.7,533152.29,553267.07,0.0,0.0,0.0,2026-08-04,2026-08-05,Met,-12,Low
ACC10526,CL1166,UK,Equity,1078152.56,863152.69,0.55,1913864.06,1718650.85,0.0,195213.21,195213.21,2026-06-12,2026-06-13,Overdue,-65,Critical
ACC10527,CL1167,UK,Equity,312243.01,254018.55,0.6,633462.72,485552.28,0.0,147910.44,147910.44,2026-06-24,2026-06-25,Open,-53,Critical
ACC10528,CL1168,US,Multi-Asset,514458.28,376087.73,0.5,750674.11,585051.67,0.0,165622.44,165622.44,2026-07-04,2026-07-06,Overdue,-42,Critical
ACC10529,CL1169,US,Equity,547143.24,505311.59,0.6,1260128.65,1480193.17,0.0,0.0,0.0,2026-07-23,2026-07-24,Met,-24,Low
ACC10530,CL1170,Singapore,ETF,364332.16,254350.98,0.55,563971.13,642814.72,0.0,0.0,0.0,2026-06-08,2026-06-09,Met,-69,Low
ACC10531,CL1171,Hong Kong,ETF,686952.45,439827.39,0.6,1096826.41,1265212.28,0.0,0.0,0.0,2026-06-18,2026-06-20,Met,-58,Low
ACC10532,CL1172,Singapore,Fixed Income,309843.39,164687.24,0.65,469194.42,561046.92,0.0,0.0,0.0,2026-07-27,2026-07-28,Met,-20,Low
ACC10533,CL1173,Singapore,ETF,850409.24,716982.43,0.7,2382001.43,1915504.78,0.0,466496.65,466496.65,2026-06-05,2026-06-06,Met,-72,Critical
ACC10534,CL1174,UK,Equity,161218.4,131751.22,0.55,292131.31,256409.4,0.0,35721.91,35721.91,2026-06-26,2026-06-27,Overdue,-51,High
ACC10535,CL1175,Hong Kong,Equity,486399.06,312354.54,0.6,778939.0,805897.7,0.0,0.0,0.0,2026-06-30,2026-07-03,Met,-45,Low
ACC10536,CL1176,Singapore,ETF,1893990.9,876153.95,0.7,2910810.47,2741696.08,0.0,169114.39,169114.39,2026-07-24,2026-07-26,Met,-22,Critical
ACC10537,CL1177,Singapore,Equity,208929.36,181663.8,0.5,362602.4,329676.2,0.0,32926.2,32926.2,2026-06-13,2026-06-15,Overdue,-63,High
ACC10538,CL1178,US,Equity,266116.98,121271.9,0.5,242059.68,212747.61,0.0,29312.07,29312.07,2026-06-29,2026-06-30,Met,-48,High
ACC10539,CL1179,UK,Equity,650457.27,521569.09,0.55,1156472.48,1152876.22,0.0,3596.26,3596.26,2026-06-03,2026-06-05,Met,-73,Medium
ACC10540,CL1180,US,Equity,506199.6,473361.7,0.6,1180453.12,1166047.71,0.0,14405.41,14405.41,2026-07-28,2026-07-29,Open,-19,Medium
ACC10541,CL1001,Singapore,Equity,575487.38,384903.61,0.55,853444.81,666309.04,0.0,187135.77,187135.77,2026-08-15,2026-08-16,Disputed,-1,Critical
ACC10542,CL1002,UK,Equity,638508.55,362345.11,0.7,1203804.35,1126604.28,0.0,77200.07,77200.07,2026-06-02,2026-06-03,Met,-75,High
ACC10543,CL1003,US,ETF,712148.05,571452.88,0.6,1425069.53,1391916.55,0.0,33152.98,33152.98,2026-08-14,2026-08-16,Met,-1,High
ACC10544,CL1004,Hong Kong,Fixed Income,1016905.63,873078.64,0.6,2177253.47,2144907.04,0.0,32346.43,32346.43,2026-06-28,2026-06-29,Overdue,-49,High
ACC10545,CL1005,UK,Fixed Income,601609.59,435093.17,0.55,964729.87,776659.25,0.0,188070.62,188070.62,2026-08-15,2026-08-16,Met,-1,Critical
ACC10546,CL1006,US,Equity,369186.33,344641.95,0.6,859456.23,920594.25,0.0,0.0,0.0,2026-06-02,2026-06-03,Met,-75,Low
ACC10547,CL1007,US,Equity,732655.05,348622.45,0.65,993226.35,707772.65,0.0,285453.7,285453.7,2026-06-07,2026-06-08,Met,-70,Critical
ACC10548,CL1008,Hong Kong,Equity,1839329.11,1291940.72,0.65,3680742.79,3229542.35,0.0,451200.44,451200.44,2026-06-26,2026-06-28,Met,-50,Critical
ACC10549,CL1009,UK,ETF,400522.29,324113.44,0.65,923400.11,1006604.3,0.0,0.0,0.0,2026-08-15,2026-08-16,Met,-1,Low
ACC10550,CL1010,Hong Kong,Fixed Income,213011.84,187731.65,0.6,468158.73,459706.81,0.0,8451.92,8451.92,2026-06-16,2026-06-18,Met,-60,Medium
ACC10551,CL1011,UK,Equity,1014910.01,547673.66,0.7,1819513.82,1511254.0,0.0,308259.82,308259.82,2026-06-23,2026-06-24,Disputed,-54,Critical
ACC10552,CL1012,Singapore,Multi-Asset,404219.82,343587.55,0.65,978881.91,1025355.86,0.0,0.0,0.0,2026-07-10,2026-07-12,Met,-36,Low
ACC10553,CL1013,UK,Equity,86725.03,62993.03,0.65,179467.32,176541.19,0.0,2926.13,2926.13,2026-07-30,2026-08-01,Overdue,-16,Medium
ACC10554,CL1014,UK,ETF,835316.74,541516.5,0.5,1080871.26,1186928.3,0.0,0.0,0.0,2026-08-12,2026-08-13,Met,-4,Low
ACC10555,CL1015,Singapore,Fixed Income,296115.2,152753.25,0.5,304896.71,325481.08,0.0,0.0,0.0,2026-07-02,2026-07-03,Met,-45,Low
ACC10556,CL1016,UK,Multi-Asset,413370.7,364860.77,0.55,809003.92,813092.59,0.0,0.0,0.0,2026-06-15,2026-06-17,Met,-61,Low
ACC10557,CL1017,US,Fixed Income,567493.88,299998.04,0.65,854695.27,806908.26,0.0,47787.01,47787.01,2026-06-13,2026-06-15,Open,-63,High
ACC10558,CL1018,US,Fixed Income,510361.59,308714.63,0.6,769861.92,590169.27,0.0,179692.65,179692.65,2026-06-05,2026-06-06,Disputed,-72,Critical
ACC10559,CL1019,Hong Kong,Equity,753202.1,448172.4,0.6,1117636.91,928383.55,0.0,189253.36,189253.36,2026-08-14,2026-08-15,Open,-2,Critical
ACC10560,CL1020,UK,Fixed Income,319140.02,282664.56,0.7,939084.92,854144.44,0.0,84940.48,84940.48,2026-08-13,2026-08-15,Met,-2,High
ACC10561,CL1021,Hong Kong,Equity,650066.11,511180.46,0.7,1698273.95,1697678.95,0.0,595.0,595.0,2026-07-22,2026-07-24,Met,-24,Medium
ACC10562,CL1022,US,Multi-Asset,364156.86,308929.09,0.7,1026342.49,982059.84,0.0,44282.65,44282.65,2026-07-11,2026-07-12,Met,-36,High
ACC10563,CL1023,US,ETF,769970.79,442913.34,0.55,982069.49,828957.26,0.0,153112.23,153112.23,2026-07-23,2026-07-24,Met,-24,Critical
ACC10564,CL1024,US,Fixed Income,701885.53,535143.53,0.65,1524625.44,1072165.67,0.0,452459.77,452459.77,2026-07-20,2026-07-21,Disputed,-27,Critical
ACC10565,CL1025,US,ETF,219349.36,161413.27,0.55,357900.82,339332.79,0.0,18568.03,18568.03,2026-06-15,2026-06-17,Overdue,-61,Medium
ACC10566,CL1026,UK,ETF,998976.55,865528.46,0.55,1919131.84,1617469.25,0.0,301662.59,301662.59,2026-06-07,2026-06-08,Met,-70,Critical
ACC10567,CL1027,UK,ETF,295974.16,267277.55,0.55,592633.15,632519.82,0.0,0.0,0.0,2026-07-10,2026-07-13,Met,-35,Low
ACC10568,CL1028,UK,Fixed Income,811016.23,369886.97,0.6,922411.4,656732.13,0.0,265679.27,265679.27,2026-06-28,2026-06-29,Open,-49,Critical
ACC10569,CL1029,Singapore,Equity,582721.99,458608.01,0.6,1143660.87,1134984.95,0.0,8675.92,8675.92,2026-07-02,2026-07-03,Overdue,-45,Medium
ACC10570,CL1030,US,Equity,1756155.77,835785.97,0.65,2381156.61,2787708.43,0.0,0.0,0.0,2026-06-15,2026-06-17,Met,-61,Low
ACC10571,CL1031,UK,Equity,374145.68,271042.11,0.5,541002.22,425879.45,0.0,115122.77,115122.77,2026-08-09,2026-08-12,Disputed,-5,Critical
ACC10572,CL1032,Hong Kong,Equity,340446.2,202162.52,0.65,575961.6,538999.12,0.0,36962.48,36962.48,2026-08-04,2026-08-06,Overdue,-11,High
ACC10573,CL1033,UK,Multi-Asset,436016.47,263087.24,0.6,656077.91,489244.51,0.0,166833.4,166833.4,2026-06-04,2026-06-05,Open,-73,Critical
ACC10574,CL1034,UK,Equity,352432.77,220791.82,0.55,489560.58,495847.01,0.0,0.0,0.0,2026-06-11,2026-06-13,Met,-65,Low
ACC10575,CL1035,Singapore,Multi-Asset,806094.63,613152.84,0.6,1529059.45,1491239.45,0.0,37820.0,37820.0,2026-06-26,2026-06-28,Overdue,-50,High
ACC10576,CL1036,Singapore,Equity,131632.21,81220.36,0.55,180089.49,162743.77,0.0,17345.72,17345.72,2026-07-31,2026-08-01,Open,-16,Medium
ACC10577,CL1037,US,Equity,200734.45,163869.47,0.6,408652.04,392587.32,0.0,16064.72,16064.72,2026-07-07,2026-07-08,Open,-40,Medium
ACC10578,CL1038,Singapore,Fixed Income,198619.82,129552.5,0.6,323073.57,370981.29,0.0,0.0,0.0,2026-06-23,2026-06-24,Met,-54,Low
ACC10579,CL1039,UK,Fixed Income,902325.59,436884.94,0.55,968702.75,773167.34,0.0,195535.41,195535.41,2026-07-10,2026-07-11,Met,-37,Critical
ACC10580,CL1040,US,ETF,1595918.56,1343571.79,0.5,2681780.02,1907502.54,0.0,774277.48,774277.48,2026-06-23,2026-06-26,Met,-52,Critical
ACC10581,CL1041,UK,ETF,409078.8,242534.3,0.6,604823.69,683954.25,0.0,0.0,0.0,2026-06-16,2026-06-17,Met,-61,Low
ACC10582,CL1042,Singapore,Fixed Income,389797.91,259754.87,0.7,862972.99,853099.32,0.0,9873.67,9873.67,2026-07-31,2026-08-03,Open,-14,Medium
ACC10583,CL1043,UK,Equity,466278.85,369629.48,0.6,921769.28,1055729.3,0.0,0.0,0.0,2026-08-07,2026-08-08,Met,-9,Low
ACC10584,CL1044,US,Multi-Asset,1057489.99,651655.02,0.65,1856567.01,1853731.31,0.0,2835.7,2835.7,2026-07-01,2026-07-03,Met,-45,Medium
ACC10585,CL1045,UK,Multi-Asset,220683.57,105551.37,0.65,300716.15,332315.57,0.0,0.0,0.0,2026-07-23,2026-07-24,Met,-24,Low
ACC10586,CL1046,US,Fixed Income,529017.47,336963.24,0.7,1119479.2,1024140.64,0.0,95338.56,95338.56,2026-06-25,2026-06-26,Met,-52,High
ACC10587,CL1047,US,Equity,919327.98,847826.59,0.65,2415460.37,2596450.73,0.0,0.0,0.0,2026-07-14,2026-07-15,Met,-33,Low
ACC10588,CL1048,US,Fixed Income,644236.15,496620.52,0.6,1238455.16,1432299.07,0.0,0.0,0.0,2026-06-12,2026-06-13,Met,-65,Low
ACC10589,CL1049,US,Equity,510010.31,400735.28,0.65,1141695.95,1125782.4,0.0,15913.55,15913.55,2026-06-09,2026-06-11,Overdue,-67,Medium
ACC10590,CL1050,US,Equity,937324.27,718122.63,0.7,2385789.47,1885710.28,0.0,500079.19,500079.19,2026-06-12,2026-06-13,Met,-65,Critical
ACC10591,CL1051,US,Equity,58254.45,32010.59,0.6,79826.91,66607.48,0.0,13219.43,13219.43,2026-08-08,2026-08-10,Open,-7,Medium
ACC10592,CL1052,UK,ETF,735574.05,484866.09,0.6,1209142.37,966494.45,0.0,242647.92,242647.92,2026-07-24,2026-07-25,Open,-23,Critical
ACC10593,CL1053,US,Multi-Asset,270883.26,223605.98,0.5,446319.32,367512.05,0.0,78807.27,78807.27,2026-07-24,2026-07-25,Disputed,-23,High
ACC10594,CL1054,US,Fixed Income,112086.41,56120.15,0.65,159886.47,136416.37,0.0,23470.1,23470.1,2026-06-28,2026-06-29,Open,-49,Medium
ACC10595,CL1055,Singapore,Fixed Income,649138.87,382295.01,0.65,1089159.57,1064726.34,0.0,24433.23,24433.23,2026-07-26,2026-07-29,Met,-19,Medium
ACC10596,CL1056,UK,Equity,1239531.33,729042.19,0.5,1455174.03,1446436.9,0.0,8737.13,8737.13,2026-08-08,2026-08-10,Open,-7,Medium
ACC10597,CL1057,Hong Kong,Equity,399078.58,265790.11,0.6,662818.23,605318.66,0.0,57499.57,57499.57,2026-07-28,2026-07-29,Overdue,-19,High
ACC10598,CL1058,US,Equity,904064.43,849987.25,0.6,2119668.95,2136012.42,0.0,0.0,0.0,2026-08-14,2026-08-15,Met,-2,Low
ACC10599,CL1059,US,Multi-Asset,1482452.98,717138.52,0.5,1431414.21,1060373.7,0.0,371040.51,371040.51,2026-07-12,2026-07-13,Disputed,-35,Critical
ACC10600,CL1060,US,Equity,1186105.54,841364.55,0.7,2795231.06,2079355.95,0.0,715875.11,715875.11,2026-07-08,2026-07-11,Met,-37,Critical
ACC10601,CL1061,US,Multi-Asset,1513557.5,816840.25,0.55,1811175.72,1423429.68,0.0,387746.04,387746.04,2026-08-07,2026-08-09,Met,-8,Critical
ACC10602,CL1062,US,ETF,771888.68,721977.02,0.5,1441071.9,,0.0,59028.11,59028.11,2026-07-23,2026-07-24,Disputed,-24,High
ACC10603,CL1063,US,Equity,468164.6,237196.41,0.6,591512.24,477348.8,0.0,114163.44,114163.44,2026-07-03,2026-07-05,Met,-43,Critical
ACC10604,CL1064,US,Fixed Income,133056.04,86725.99,0.65,247082.59,207955.14,0.0,39127.45,39127.45,2026-08-10,2026-08-11,Open,-6,High
ACC10605,CL1065,US,ETF,367858.32,301254.81,0.5,601307.01,541270.36,0.0,60036.65,60036.65,2026-07-26,2026-07-29,Met,-19,High
ACC10606,CL1066,UK,Multi-Asset,235052.71,188577.43,0.65,537257.64,594170.99,0.0,0.0,0.0,2026-08-11,2026-08-12,Met,-5,Low
ACC10607,CL1067,US,Multi-Asset,2253977.61,1490700.37,0.6,3717457.28,2627986.05,0.0,1089471.23,1089471.23,2026-07-21,2026-07-23,Met,-25,Critical
ACC10608,CL1068,US,Equity,387738.2,241662.52,0.5,482360.32,494269.51,0.0,0.0,0.0,2026-08-13,2026-08-14,Met,-3,Low
ACC10609,CL1069,UK,Equity,485242.29,314828.2,0.55,698066.96,722107.18,0.0,0.0,0.0,2026-07-13,2026-07-15,Met,-33,Low
ACC10610,CL1070,Hong Kong,ETF,669049.97,389479.5,0.6,971270.57,1067744.83,0.0,0.0,0.0,2026-06-15,2026-06-17,Met,-61,Low
ACC10611,CL1071,US,Multi-Asset,457120.28,252635.05,0.55,560166.41,653364.92,0.0,0.0,0.0,2026-07-08,2026-07-10,Met,-38,Low
ACC10612,CL1072,Hong Kong,Equity,1577399.69,1090803.2,0.7,3623930.9,2573240.72,0.0,1050690.18,1050690.18,2026-06-15,2026-06-17,Met,-61,Critical
ACC10613,CL1073,UK,ETF,277343.75,162042.77,0.65,461660.31,358660.13,0.0,103000.18,103000.18,2026-06-05,2026-06-07,Met,-71,Critical
ACC10614,CL1074,US,ETF,511936.36,303952.4,0.7,1009808.64,1154297.76,0.0,0.0,0.0,2026-07-24,2026-07-25,Met,-23,Low
ACC10615,CL1075,Singapore,Fixed Income,253507.09,197324.35,0.55,437526.27,406575.35,0.0,30950.92,30950.92,2026-07-21,2026-07-22,Open,-26,High
ACC10616,CL1076,Singapore,Equity,164387.73,153582.31,0.7,510240.23,501206.59,0.0,9033.64,9033.64,2026-06-10,2026-06-11,Disputed,-67,Medium
ACC10617,CL1077,US,Fixed Income,279616.19,210220.65,0.6,524241.02,540761.74,0.0,0.0,0.0,2026-06-12,2026-06-15,Met,-63,Low
ACC10618,CL1078,US,Multi-Asset,430293.32,210193.87,0.6,524174.24,544896.58,0.0,0.0,0.0,2026-06-04,2026-06-05,Met,-73,Low
ACC10619,CL1079,Hong Kong,Equity,320623.67,156397.6,0.5,312170.86,363950.7,0.0,0.0,0.0,2026-06-18,2026-06-20,Met,-58,Low
ACC10620,CL1080,Hong Kong,Equity,263203.89,243650.9,0.5,486329.14,582853.17,0.0,0.0,0.0,2026-07-06,2026-07-08,Met,-40,Low
ACC10621,CL1081,US,Multi-Asset,154085.34,92242.48,0.65,262799.09,278587.73,0.0,0.0,0.0,2026-06-25,2026-06-26,Met,-52,Low
ACC10622,CL1082,US,Equity,415679.92,206191.16,0.6,514192.42,433778.18,0.0,80414.24,80414.24,2026-08-15,2026-08-16,Met,-1,High
ACC10623,CL1083,US,Multi-Asset,143123.01,107273.89,0.55,237857.85,271128.5,0.0,0.0,0.0,2026-07-06,2026-07-07,Met,-41,Low
ACC10624,CL1084,UK,ETF,782337.86,596004.06,0.6,1486294.41,1076984.47,0.0,409309.94,409309.94,2026-08-06,2026-08-07,Overdue,-10,Critical
ACC10625,CL1085,UK,Equity,470631.09,364387.26,0.55,807954.01,658919.16,0.0,149034.85,149034.85,2026-06-09,2026-06-10,Met,-68,Critical
ACC10626,CL1086,US,Multi-Asset,148276.84,86549.34,0.6,215833.77,247926.71,0.0,0.0,0.0,2026-07-31,2026-08-01,Met,-16,Low
ACC10627,CL1087,UK,Equity,350842.68,160529.94,0.6,400324.04,331506.64,0.0,68817.4,68817.4,2026-07-23,2026-07-25,Open,-23,High
ACC10628,CL1088,Hong Kong,ETF,251672.19,234686.25,0.65,668621.79,541801.31,0.0,126820.48,126820.48,2026-06-18,2026-06-21,Met,-57,Critical
ACC10629,CL1089,US,Equity,562069.55,323440.97,0.65,921484.25,708679.12,0.0,212805.13,212805.13,2026-07-13,2026-07-14,Disputed,-34,Critical
ACC10630,CL1090,US,ETF,1209040.75,952740.0,0.6,2375910.22,2683723.36,0.0,0.0,0.0,2026-07-05,2026-07-06,Met,-42,Low
ACC10631,CL1091,Hong Kong,Equity,108404.04,87082.58,0.6,217163.54,206311.69,0.0,10851.85,10851.85,2026-08-02,2026-08-03,Overdue,-14,Medium
ACC10632,CL1092,Singapore,Equity,482274.9,364119.34,0.6,908028.28,942030.85,0.0,0.0,0.0,2026-06-04,2026-06-06,Met,-72,Low
ACC10633,CL1093,UK,Multi-Asset,392346.4,237939.92,0.65,677891.51,555554.59,0.0,122336.92,122336.92,2026-07-11,2026-07-13,Open,-35,Critical
ACC10634,CL1094,UK,Equity,731977.5,428608.05,0.6,1068848.0,1153308.59,0.0,0.0,0.0,2026-07-15,2026-07-16,Met,-32,Low
ACC10635,CL1095,US,Fixed Income,519123.7,388737.55,0.55,861945.79,930903.84,0.0,0.0,0.0,2026-07-20,2026-07-21,Met,-27,Low
ACC10636,CL1096,UK,Equity,251707.51,222269.77,0.5,443652.24,379898.97,0.0,63753.27,63753.27,2026-06-28,2026-06-30,Overdue,-48,High
ACC10637,CL1097,UK,Fixed Income,348261.72,321573.33,0.6,801928.5,726019.0,0.0,75909.5,75909.5,2026-07-12,2026-07-14,Open,-34,High
ACC10638,CL1098,US,Equity,243526.39,122482.3,0.6,305442.14,245833.62,0.0,59608.52,59608.52,2026-08-15,2026-08-16,Disputed,-1,High
ACC10639,CL1099,US,Multi-Asset,991530.86,522947.56,0.65,1489879.09,1770394.29,0.0,0.0,0.0,2026-08-08,2026-08-10,Met,-7,Low
ACC10640,CL1100,US,ETF,449541.63,414642.87,0.55,919385.52,940348.69,0.0,0.0,0.0,2026-06-01,2026-06-02,Met,-76,Low
ACC10641,CL1101,US,Equity,1841135.42,1506541.49,0.6,3756961.32,4385395.53,0.0,0.0,0.0,2026-07-09,2026-07-10,Met,-38,Low
ACC10642,CL1102,US,Equity,422736.52,376868.3,0.65,1073698.86,914461.56,0.0,159237.3,159237.3,2026-06-17,2026-06-19,Overdue,-59,Critical
ACC10643,CL1103,US,Equity,260067.09,143379.23,0.65,408487.83,445637.94,0.0,0.0,0.0,2026-07-05,2026-07-07,Met,-41,Low
ACC10644,CL1104,US,ETF,142160.82,105738.21,0.6,263686.31,285553.64,0.0,0.0,0.0,2026-07-16,2026-07-17,Met,-31,Low
ACC10645,CL1105,US,Equity,114421.61,91602.49,0.6,228435.14,238903.83,0.0,0.0,0.0,2026-07-12,2026-07-15,Met,-33,Low
ACC10646,CL1106,Singapore,Fixed Income,134847.26,106536.88,0.55,236223.68,279409.97,0.0,0.0,0.0,2026-07-09,2026-07-10,Met,-38,Low
ACC10647,CL1107,UK,Equity,540551.39,353561.61,0.7,1174623.29,1053375.93,0.0,121247.36,121247.36,2026-07-19,2026-07-21,Disputed,-27,Critical
ACC10648,CL1108,Hong Kong,Equity,647933.77,296557.63,0.5,591931.4,453039.82,0.0,138891.58,138891.58,2026-08-01,2026-08-02,Open,-15,Critical
ACC10649,CL1109,Hong Kong,ETF,135145.46,100205.36,0.7,332908.17,344844.4,0.0,0.0,0.0,2026-07-08,2026-07-10,Met,-38,Low
ACC10650,CL1110,UK,Fixed Income,865687.04,499112.53,0.65,1421973.02,1513910.54,0.0,0.0,0.0,2026-06-23,2026-06-26,Met,-52,Low
ACC10651,CL1111,US,Equity,307953.54,207907.79,0.6,518473.29,512008.08,0.0,6465.21,6465.21,2026-06-22,2026-06-23,Met,-55,Medium
ACC10652,CL1112,UK,Equity,493903.17,458732.58,0.5,915633.89,735628.46,0.0,180005.43,180005.43,2026-06-04,2026-06-07,Open,-71,Critical
ACC10653,CL1113,UK,Equity,1482388.91,962837.77,0.6,2401091.7,2286386.68,0.0,114705.02,114705.02,2026-07-19,2026-07-21,Met,-27,Critical
ACC10654,CL1114,Hong Kong,Fixed Income,866857.16,754079.74,0.6,1880498.1,1609884.77,0.0,270613.33,270613.33,2026-07-29,2026-07-31,Open,-17,Critical
ACC10655,CL1115,UK,Fixed Income,361711.43,196868.79,0.55,436516.16,398859.34,0.0,37656.82,37656.82,2026-08-12,2026-08-13,Open,-4,High
ACC10656,CL1116,US,ETF,226750.56,178278.15,0.65,507914.96,519398.56,0.0,0.0,0.0,2026-08-07,2026-08-09,Met,-8,Low
ACC10657,CL1117,US,Fixed Income,88092.13,82674.77,0.7,274667.01,294609.86,0.0,0.0,0.0,2026-08-10,2026-08-12,Met,-5,Low
ACC10658,CL1118,US,Fixed Income,257979.4,129233.89,0.6,322279.03,263015.9,0.0,59263.13,59263.13,2026-06-02,2026-06-03,Open,-75,High
ACC10659,CL1119,UK,ETF,377623.26,171501.37,0.65,488607.89,441048.11,0.0,47559.78,47559.78,2026-07-19,2026-07-22,Met,-26,High
ACC10660,CL1120,UK,Multi-Asset,211000.41,140693.26,0.5,280824.87,234371.04,0.0,46453.83,46453.83,2026-07-01,2026-07-02,Met,-46,High
ACC10661,CL1121,US,Equity,400936.07,198989.68,0.6,496233.62,396647.38,0.0,99586.24,99586.24,2026-07-10,2026-07-11,Open,-37,High
ACC10662,CL1122,Singapore,Equity,468662.85,386268.25,0.5,770994.51,841689.78,0.0,0.0,0.0,2026-07-18,2026-07-19,Met,-29,Low
ACC10663,CL1123,UK,Equity,373755.83,339099.07,0.6,845633.59,976390.82,0.0,0.0,0.0,2026-07-21,2026-07-23,Met,-25,Low
ACC10664,CL1124,US,Equity,271712.03,181234.77,0.7,602108.87,532936.25,0.0,69172.62,69172.62,2026-07-13,2026-07-15,Disputed,-33,High
ACC10665,CL1125,US,ETF,502068.08,290876.06,0.65,828706.72,891389.65,0.0,0.0,0.0,2026-07-25,2026-07-26,Met,-22,Low
ACC10666,CL1126,US,Multi-Asset,616279.26,411182.54,0.5,820723.63,942599.16,0.0,0.0,0.0,2026-07-19,2026-07-22,Met,-26,Low
ACC10667,CL1127,US,Equity,195282.15,158515.19,0.6,395299.73,443946.15,0.0,0.0,0.0,2026-07-27,2026-07-28,Met,-20,Low
ACC10668,CL1128,US,Equity,1274671.79,579372.85,0.6,1444820.07,1143440.28,0.0,301379.79,301379.79,2026-06-15,2026-06-16,Met,-62,Critical
ACC10669,CL1129,US,ETF,410880.99,305994.16,0.6,763077.71,899016.91,0.0,0.0,0.0,2026-06-27,2026-06-28,Met,-50,Low
ACC10670,CL1130,US,Multi-Asset,448712.31,339516.3,0.65,967282.91,859274.38,0.0,108008.53,108008.53,2026-08-07,2026-08-09,Met,-8,Critical
ACC10671,CL1131,US,Equity,752503.42,578557.83,0.65,1648312.91,1433406.42,0.0,214906.49,214906.49,2026-08-03,2026-08-06,Overdue,-11,Critical
ACC10672,CL1132,Singapore,ETF,526976.96,300909.66,0.6,750398.15,548702.88,0.0,201695.27,201695.27,2026-06-30,2026-07-02,Open,-46,Critical
ACC10673,CL1133,US,Equity,904242.16,729747.26,0.6,1819818.6,1716246.95,0.0,103571.65,103571.65,2026-07-06,2026-07-08,Met,-40,Critical
ACC10674,CL1134,UK,Equity,548719.75,271998.04,0.55,603099.87,455042.96,0.0,148056.91,148056.91,2026-08-06,2026-08-07,Met,-10,Critical
ACC10675,CL1135,UK,Multi-Asset,279476.08,153609.88,0.5,306606.55,252726.55,0.0,53880.0,53880.0,2026-07-19,2026-07-20,Met,-28,High
ACC10676,CL1136,Singapore,Multi-Asset,580199.71,515643.8,0.6,1285894.76,1103903.76,0.0,181991.0,181991.0,2026-08-15,2026-08-16,Disputed,-1,Critical
ACC10677,CL1137,US,Equity,187625.9,153733.45,0.6,383375.19,423404.61,0.0,0.0,0.0,2026-07-25,2026-07-26,Met,-22,Low
ACC10678,CL1138,UK,,479941.63,219272.27,0.65,624707.32,710757.21,0.0,0.0,0.0,2026-07-26,2026-07-27,Met,-21,Low
ACC10679,CL1139,Singapore,ETF,431523.61,247775.73,0.65,705913.76,600897.2,0.0,105016.56,105016.56,2026-08-07,2026-08-09,Met,-8,Critical
ACC10680,CL1140,Singapore,Multi-Asset,378477.67,210888.98,0.5,420936.09,475383.78,0.0,0.0,0.0,2026-07-14,2026-07-15,Met,-33,Low
